,GVKEY,datadate,tic,prccd,caldt,vwretx,filing_date,year,td_count,excess_return
653133,63892,2018-10-26,NOV,35.89,10/26/2018,-0.017531,filing date 0,2018,207,-0.007555210051265138
653207,63892,2019-02-14,NOV,29.03,2/14/2019,-0.002648,filing date 0,2019,209,-0.001281131716023065
653256,63892,2019-04-26,NOV,27.4,4/26/2019,0.004724,filing date 0,2019,209,-0.056451257192379645
653322,63892,2019-07-31,NOV,23.82,7/31/2019,-0.01095,filing date 0,2019,209,0.0004705264070661297
653386,63892,2019-10-30,NOV,22.66,10/30/2019,0.003278,filing date 0,2019,209,-0.005613266935230232
653458,63892,2020-02-13,NOV,23.34,2/13/2020,-0.001639,filing date 0,2020,207,-0.024182240401250832
653509,63892,2020-04-28,NOV,11.77,4/28/2020,-0.005312,filing date 0,2020,207,-0.0357749357767827
653572,63892,2020-07-28,NOV,11.56,7/28/2020,-0.006565,filing date 0,2020,207,-0.12365172141115321
653636,63892,2020-10-27,NOV,8.59,10/27/2020,-0.002829,filing date 0,2020,207,-0.02085285959002503
653710,63892,2021-02-12,NOV,13.94,2/12/2021,0.004717,filing date 0,2021,206,0.005302715165943828
653761,63892,2021-04-28,NOV,14.88,4/28/2021,-0.000725,filing date 0,2021,206,0.16928747134412836
653824,63892,2021-07-28,NOV,13.77,7/28/2021,-0.000175,filing date 0,2021,206,-0.02514112356176379
653888,63892,2021-10-27,NOV,14.65,10/27/2021,-0.004931,filing date 0,2021,206,-0.024004217494109525
654224,171007,2017-02-28,NOW,86.92,2/28/2017,-0.002715,filing date 0,2017,213,-0.019863135083820538
654271,171007,2017-05-05,NOW,98.07,5/5/2017,0.004022,filing date 0,2017,213,0.0005420611041184742
654336,171007,2017-08-08,NOW,107.68,8/8/2017,-0.002416,filing date 0,2017,213,-0.008910616577730401
654399,171007,2017-11-06,NOW,124.73,11/6/2017,0.00122,filing date 0,2017,213,0.006176366279285195
654476,171007,2018-02-28,NOW,161.01,2/28/2018,-0.011009,filing date 0,2018,215,0.038761017597103264
654524,171007,2018-05-08,NOW,176.03,5/8/2018,-0.000229,filing date 0,2018,215,-0.0041495469932466555
654588,171007,2018-08-08,NOW,186.13,8/8/2018,-0.000236,filing date 0,2018,215,0.008665639101079092
654652,171007,2018-11-07,NOW,190.83,11/7/2018,0.021367,filing date 0,2018,215,-0.017931249285346063
654726,171007,2019-02-27,NOW,240.31,2/27/2019,-0.000489,filing date 0,2019,206,0.003300514619099193
654772,171007,2019-05-03,NOW,268.52,5/3/2019,0.009752,filing date 0,2019,206,0.025364463292131934
654837,171007,2019-08-06,NOW,261.71,8/6/2019,0.012984,filing date 0,2019,206,0.0014597000426774809
654894,171007,2019-10-25,NOW,241.22,10/25/2019,0.003935,filing date 0,2019,206,0.03927373773474163
654973,171007,2020-02-20,NOW,352.94,2/20/2020,-0.0039,filing date 0,2020,209,-0.0019430045059994905
655022,171007,2020-04-30,NOW,351.54,4/30/2020,-0.008969,filing date 0,2020,209,0.17486954423076706
655085,171007,2020-07-30,NOW,431.4,7/30/2020,-0.003731,filing date 0,2020,209,-0.03163905924378252
655149,171007,2020-10-29,NOW,510.59,10/29/2020,0.01189,filing date 0,2020,209,-0.03781740625617702
655221,171007,2021-02-12,NOW,591.29,2/12/2021,0.004717,filing date 0,2021,207,-0.030502238279119576
655273,171007,2021-04-29,NOW,505.0,4/29/2021,0.006712,filing date 0,2021,207,-0.12804559672256666
655336,171007,2021-07-29,NOW,586.43,7/29/2021,0.004271,filing date 0,2021,207,-0.0028405805044247057
655400,171007,2021-10-28,NOW,687.7,10/28/2021,0.009912,filing date 0,2021,207,0.015296910951096088
655735,135990,2017-02-28,NRG,16.56,2/28/2017,-0.002715,filing date 0,2017,211,0.026327814362942847
655779,135990,2017-05-02,NRG,15.77,5/2/2017,0.001156,filing date 0,2017,211,-0.10291766000594327
655844,135990,2017-08-03,NRG,23.98,8/3/2017,-0.002195,filing date 0,2017,211,-0.007876816201073944
655908,135990,2017-11-02,NRG,25.97,11/2/2017,0.000223,filing date 0,2017,211,0.1395899677979846
655988,135990,2018-03-01,NRG,26.92,3/1/2018,-0.013329,filing date 0,2018,216,0.12428260668926616
656032,135990,2018-05-03,NRG,32.35,5/3/2018,-0.002215,filing date 0,2018,216,0.09852483743915186
656095,135990,2018-08-02,NRG,31.57,8/2/2018,0.004988,filing date 0,2018,216,0.056148476875778064
656164,135990,2018-11-08,NRG,36.99,11/8/2018,-0.002444,filing date 0,2018,216,0.05854527225865891
656238,135990,2019-02-28,NRG,41.68,2/28/2019,-0.002608,filing date 0,2019,215,0.018241698234122028
656282,135990,2019-05-02,NRG,39.57,5/2/2019,-0.002096,filing date 0,2019,215,-0.033619969288489204
656349,135990,2019-08-07,NRG,33.3,8/7/2019,0.000886,filing date 0,2019,215,-0.00010431040073477504
656414,135990,2019-11-07,NRG,40.04,11/7/2019,0.002741,filing date 0,2019,215,-0.025962966541963395
656489,135990,2020-02-27,NRG,34.5,2/27/2020,-0.043973,filing date 0,2020,214,-0.013653740321828645
656538,135990,2020-05-07,NRG,32.12,5/7/2020,0.011688,filing date 0,2020,214,-0.029410496881855264
656601,135990,2020-08-06,NRG,33.98,8/6/2020,0.006383,filing date 0,2020,214,0.03815677616647051
656665,135990,2020-11-05,NRG,32.12,11/5/2020,0.01945,filing date 0,2020,214,-0.03266794640752124
656742,135990,2021-03-01,NRG,40.36,3/1/2021,0.023823,filing date 0,2021,212,0.0727213719018287
656789,135990,2021-05-06,NRG,34.76,5/6/2021,0.008069,filing date 0,2021,212,-0.003038284539500613
656852,135990,2021-08-05,NRG,41.97,8/5/2021,0.006074,filing date 0,2021,212,0.02586251877209933
656916,135990,2021-11-04,NRG,35.56,11/4/2021,0.004172,filing date 0,2021,212,-0.13214452874867488
657231,7923,2017-02-06,NSC,119.87,2/6/2017,-0.002147,filing date 0,2017,205,-0.003131329496169455
657286,7923,2017-04-26,NSC,117.82,4/26/2017,-0.000476,filing date 0,2017,205,0.00784407240356133
657349,7923,2017-07-26,NSC,116.41,7/26/2017,0.000366,filing date 0,2017,205,-0.05094837758615933
657413,7923,2017-10-25,NSC,128.69,10/25/2017,-0.004605,filing date 0,2017,205,0.0020387568018955804
657482,7923,2018-02-05,NSC,138.61,2/5/2018,-0.040871,filing date 0,2018,205,0.00920204841420369
657537,7923,2018-04-25,NSC,145.96,4/25/2018,0.001845,filing date 0,2018,205,0.05763382795202587
657600,7923,2018-07-25,NSC,168.36,7/25/2018,0.009136,filing date 0,2018,205,0.0561818698634986
657664,7923,2018-10-24,NSC,160.19,10/24/2018,-0.030793,filing date 0,2018,205,0.06263864596603486
657736,7923,2019-02-08,NSC,171.46,2/8/2019,0.000582,filing date 0,2019,204,0.04414171604269734
657787,7923,2019-04-24,NSC,206.7,4/24/2019,-0.002134,filing date 0,2019,204,0.002637563427527745
657850,7923,2019-07-24,NSC,184.99,7/24/2019,0.004643,filing date 0,2019,204,-0.028683712423572594
657914,7923,2019-10-23,NSC,184.87,10/23/2019,0.002825,filing date 0,2019,204,-0.0207934237461892
657986,7923,2020-02-06,NSC,212.68,2/6/2020,0.003301,filing date 0,2020,208,-0.029030952337697924
658043,7923,2020-04-29,NSC,180.33,4/29/2020,0.026168,filing date 0,2020,208,-0.008203632239171532
658106,7923,2020-07-29,NSC,192.82,7/29/2020,0.012315,filing date 0,2020,208,0.005700212086343193
658170,7923,2020-10-28,NSC,198.11,10/28/2020,-0.035199,filing date 0,2020,208,0.08012126145442255
658237,7923,2021-02-04,NSC,245.57,2/4/2021,0.010879,filing date 0,2021,206,-0.02262868790945438
658294,7923,2021-04-28,NSC,284.09,4/28/2021,-0.000725,filing date 0,2021,206,0.0027410652219441722
658357,7923,2021-07-28,NSC,256.92,7/28/2021,-0.000175,filing date 0,2021,206,-0.0224399194541417
658421,7923,2021-10-27,NSC,287.06,10/27/2021,-0.004931,filing date 0,2021,206,-0.002135138446793583
658757,61591,2017-02-28,NTAP,41.83,2/28/2017,-0.002715,filing date 0,2017,229,0.0317966938379417
658835,61591,2017-06-20,NTAP,38.26,6/20/2017,-0.006624,filing date 0,2017,229,0.04351241054663024
658884,61591,2017-08-29,NTAP,38.03,8/29/2017,0.000898,filing date 0,2017,229,-0.005032281691614848
658948,61591,2017-11-29,NTAP,56.23,11/29/2017,-0.00041,filing date 0,2017,229,-0.019723614506909293
659005,61591,2018-02-22,NTAP,58.59,2/22/2018,0.001014,filing date 0,2018,223,0.016309362774794778
659086,61591,2018-06-19,NTAP,77.89,6/19/2018,-0.003956,filing date 0,2018,223,-0.009024822070752614
659130,61591,2018-08-21,NTAP,81.9,8/21/2018,0.002014,filing date 0,2018,223,0.016663683594737133
659193,61591,2018-11-19,NTAP,67.28,11/19/2018,-0.016822,filing date 0,2018,223,-0.049084676170834673
659253,61591,2019-02-19,NTAP,64.25,2/19/2019,0.001681,filing date 0,2019,222,0.025156527031300335
659336,61591,2019-06-18,NTAP,61.45,6/18/2019,0.009624,filing date 0,2019,222,0.0009210736201517022
659379,61591,2019-08-19,NTAP,47.01,8/19/2019,0.012064,filing date 0,2019,222,-0.01124094550900967
659443,61591,2019-11-18,NTAP,63.49,11/18/2019,0.000578,filing date 0,2019,222,-0.029110478464869805
659504,61591,2020-02-18,NTAP,53.43,2/18/2020,-0.00272,filing date 0,2020,233,-0.02867052295614403
659586,61591,2020-06-15,NTAP,43.04,6/15/2020,0.008428,filing date 0,2020,233,-0.01678954373283248
659639,61591,2020-08-28,NTAP,45.74,8/28/2020,0.006833,filing date 0,2020,233,0.06845536085514414
659706,61591,2020-12-03,NTAP,58.49,12/3/2020,-0.000657,filing date 0,2020,233,0.013363163945310674
659764,61591,2021-03-01,NTAP,65.23,3/1/2021,0.023823,filing date 0,2021,231,-0.01291283221573547
659842,61591,2021-06-21,NTAP,79.43,6/21/2021,0.013895,filing date 0,2021,231,0.012220551656368928
659894,61591,2021-09-02,NTAP,89.75,9/2/2021,0.002735,filing date 0,2021,231,0.00421983470897469
659957,61591,2021-12-02,NTAP,90.18,12/2/2021,0.013998,filing date 0,2021,231,-0.024525764807923123
660268,7982,2017-02-28,NTRS,87.35,2/28/2017,-0.002715,filing date 0,2017,206,0.008204851700035043
660312,7982,2017-05-02,NTRS,89.62,5/2/2017,0.001156,filing date 0,2017,206,-9.930211977038361e-05
660372,7982,2017-07-27,NTRS,87.66,7/27/2017,-0.000979,filing date 0,2017,206,0.0033103700183164664
660436,7982,2017-10-26,NTRS,95.52,10/26/2017,0.001247,filing date 0,2017,206,-0.020419843860309372
660519,7982,2018-02-27,NTRS,107.59,2/27/2018,-0.012787,filing date 0,2018,208,-0.006140539433811099
660566,7982,2018-05-04,NTRS,104.84,5/4/2018,0.01276,filing date 0,2018,208,-0.0038431710941038144
660625,7982,2018-07-30,NTRS,110.01,7/30/2018,-0.005855,filing date 0,2018,208,-0.01961593851565846
660689,7982,2018-10-29,NTRS,89.93,10/29/2018,-0.006771,filing date 0,2018,208,0.03437634284724367
660769,7982,2019-02-26,NTRS,92.94,2/26/2019,-0.000798,filing date 0,2019,207,0.0019312947484537712
660812,7982,2019-04-29,NTRS,98.57,4/29/2019,0.001008,filing date 0,2019,207,0.015493278152409307
660876,7982,2019-07-30,NTRS,99.09,7/30/2019,-0.002603,filing date 0,2019,207,-0.023567715937108935
660939,7982,2019-10-28,NTRS,102.53,10/28/2019,0.005625,filing date 0,2019,207,-0.023161340828261157
661020,7982,2020-02-25,NTRS,91.13,2/25/2020,-0.030289,filing date 0,2020,207,-0.006654662166069358
661063,7982,2020-04-27,NTRS,79.91,4/27/2020,0.014411,filing date 0,2020,207,-0.0032686355104445397
661127,7982,2020-07-28,NTRS,77.1,7/28/2020,-0.006565,filing date 0,2020,207,0.012994513445235834
661191,7982,2020-10-27,NTRS,80.7,10/27/2020,-0.002829,filing date 0,2020,207,-0.00965996238353084
661271,7982,2021-02-23,NTRS,97.55,2/23/2021,0.001201,filing date 0,2021,205,-0.008580936060822553
661315,7982,2021-04-27,NTRS,111.18,4/27/2021,-0.000333,filing date 0,2021,205,0.04384550154963884
661378,7982,2021-07-27,NTRS,112.22,7/27/2021,-0.004937,filing date 0,2021,205,0.00967515755989845
661442,7982,2021-10-26,NTRS,123.21,10/26/2021,0.001774,filing date 0,2021,205,-0.011459132766360236
661779,8030,2017-02-28,NUE,62.57,2/28/2017,-0.002715,filing date 0,2017,215,-0.005276240496925988
661829,8030,2017-05-10,NUE,58.21,5/10/2017,0.001131,filing date 0,2017,215,-0.02241087184085
661892,8030,2017-08-09,NUE,57.14,8/9/2017,-0.000459,filing date 0,2017,215,-0.02806923144334983
661956,8030,2017-11-08,NUE,57.7,11/8/2017,0.001617,filing date 0,2017,215,-0.03254233565218678
662031,8030,2018-02-28,NUE,65.4,2/28/2018,-0.011009,filing date 0,2018,215,0.01686570812962851
662080,8030,2018-05-09,NUE,62.71,5/9/2018,0.009402,filing date 0,2018,215,-0.01926455419063533
662143,8030,2018-08-08,NUE,64.44,8/8/2018,-0.000236,filing date 0,2018,215,-0.008840063179623048
662207,8030,2018-11-07,NUE,64.21,11/7/2018,0.021367,filing date 0,2018,215,0.005933566922269762
662282,8030,2019-02-28,NUE,60.57,2/28/2019,-0.002608,filing date 0,2019,214,-0.00801350668414047
662330,8030,2019-05-08,NUE,56.42,5/8/2019,-0.001618,filing date 0,2019,214,-0.0013627362162960122
662393,8030,2019-08-07,NUE,51.25,8/7/2019,0.000886,filing date 0,2019,214,-0.03896545477885194
662457,8030,2019-11-06,NUE,55.14,11/6/2019,0.000754,filing date 0,2019,214,-0.004171990837155137
662534,8030,2020-02-28,NUE,41.35,2/28/2020,-0.008407,filing date 0,2020,219,-0.01747661697949554
662586,8030,2020-05-13,NUE,37.32,5/13/2020,-0.017206,filing date 0,2020,219,0.017912211808041034
662649,8030,2020-08-12,NUE,45.89,8/12/2020,0.013963,filing date 0,2020,219,0.006307474860476114
662714,8030,2020-11-12,NUE,49.61,11/12/2020,-0.009881,filing date 0,2020,219,0.04966276462277741
662785,8030,2021-02-26,NUE,59.82,2/26/2021,-0.004737,filing date 0,2021,216,0.015591566316801697
662837,8030,2021-05-12,NUE,95.99,5/12/2021,-0.021575,filing date 0,2021,216,0.03990291826736381
662900,8030,2021-08-11,NUE,122.72,8/11/2021,0.002259,filing date 0,2021,216,0.0431949627513204
662964,8030,2021-11-10,NUE,110.36,11/10/2021,-0.008046,filing date 0,2021,216,-0.029641507732412364
663291,117768,2017-03-01,NVDA,102.79,3/1/2017,0.013418,filing date 0,2017,224,-0.04226617706229341
663349,117768,2017-05-23,NVDA,137.03,5/23/2017,0.001842,filing date 0,2017,224,0.011899810117938392
663413,117768,2017-08-23,NVDA,165.8,8/23/2017,-0.003459,filing date 0,2017,224,0.018582653378471647
663476,117768,2017-11-21,NVDA,216.05,11/21/2017,0.006405,filing date 0,2017,224,-0.007223633669606988
663542,117768,2018-02-28,NVDA,242.0,2/28/2018,-0.011009,filing date 0,2018,221,-0.033911844358846976
663600,117768,2018-05-22,NVDA,242.7,5/22/2018,-0.003211,filing date 0,2018,221,0.024756388595560064
663660,117768,2018-08-16,NVDA,257.44,8/16/2018,0.00832,filing date 0,2018,221,-0.03822563215495456
663724,117768,2018-11-15,NVDA,202.39,11/15/2018,0.010453,filing date 0,2018,221,-0.22145734649424398
663788,117768,2019-02-21,NVDA,155.77,2/21/2019,-0.003535,filing date 0,2019,220,-0.012115711959076902
663847,117768,2019-05-16,NVDA,160.19,5/16/2019,0.008954,filing date 0,2019,220,-0.03298190840536763
663910,117768,2019-08-15,NVDA,148.77,8/15/2019,0.002756,filing date 0,2019,220,0.09742892926417279
663974,117768,2019-11-14,NVDA,209.79,11/14/2019,0.000786,filing date 0,2019,220,-0.011057371173480823
664039,117768,2020-02-20,NVDA,308.7,2/20/2020,-0.0039,filing date 0,2020,223,-0.09097168706251912
664103,117768,2020-05-21,NVDA,351.01,5/21/2020,-0.007995,filing date 0,2020,223,-0.07061784582418107
664165,117768,2020-08-19,NVDA,485.54,8/19/2020,-0.004516,filing date 0,2020,223,0.025469324174726582
664229,117768,2020-11-18,NVDA,537.15,11/18/2020,-0.011454,filing date 0,2020,223,-0.01229372809617657
664296,117768,2021-02-26,NVDA,548.58,2/26/2021,-0.004737,filing date 0,2021,224,-0.03503132145411991
664358,117768,2021-05-26,NVDA,628.0,5/26/2021,0.002021,filing date 0,2021,224,0.035972695961653534
664418,117768,2021-08-20,NVDA,208.16,8/20/2021,0.008133,filing date 0,2021,224,0.10130827942468312
664483,117768,2021-11-22,NVDA,319.56,11/22/2021,-0.003153,filing date 0,2021,224,-0.02277366521974966
664793,12459,2017-02-15,NVR,1893.31,2/15/2017,0.005001,filing date 0,2017,208,0.007962641756547262
664843,12459,2017-04-28,NVR,2111.25,4/28/2017,-0.001764,filing date 0,2017,208,0.011728133063562685
664906,12459,2017-07-28,NVR,2625.0,7/28/2017,-0.001454,filing date 0,2017,208,0.011836967592191217
664971,12459,2017-10-30,NVR,3240.0,10/30/2017,-0.003299,filing date 0,2017,208,-0.011913100869984983
665044,12459,2018-02-14,NVR,3060.01,2/14/2018,0.013498,filing date 0,2018,210,0.07652910737166074
665096,12459,2018-05-01,NVR,3132.39,5/1/2018,0.002448,filing date 0,2018,210,0.013363102392204063
665158,12459,2018-07-30,NVR,2710.55,7/30/2018,-0.005855,filing date 0,2018,210,-0.02197772271885734
665224,12459,2018-10-31,NVR,2239.03,10/31/2018,0.010865,filing date 0,2018,210,0.023848480909850922
665294,12459,2019-02-13,NVR,2600.8,2/13/2019,0.003042,filing date 0,2019,211,-0.0384063318477873
665347,12459,2019-05-01,NVR,3183.53,5/1/2019,-0.007588,filing date 0,2019,211,0.04868092185866291
665410,12459,2019-07-31,NVR,3344.14,7/31/2019,-0.01095,filing date 0,2019,211,0.07190420784163265
665476,12459,2019-11-01,NVR,3669.51,11/1/2019,0.009565,filing date 0,2019,211,-0.04632736837132223
665549,12459,2020-02-19,NVR,3965.95,2/19/2020,0.004617,filing date 0,2020,213,0.05025607138743826
665604,12459,2020-05-07,NVR,3000.0,5/7/2020,0.011688,filing date 0,2020,213,-0.0689646514761797
665664,12459,2020-08-03,NVR,3874.2,8/3/2020,0.006809,filing date 0,2020,213,-0.037816934531226254
665730,12459,2020-11-04,NVR,4218.06,11/4/2020,0.022216,filing date 0,2020,213,-0.08913677607391657
665798,12459,2021-02-12,NVR,4700.02,2/12/2021,0.004717,filing date 0,2021,210,0.0004047727888677466
665853,12459,2021-05-04,NVR,5104.95,5/4/2021,-0.006907,filing date 0,2021,210,0.007954936137423596
665916,12459,2021-08-03,NVR,5295.23,8/3/2021,0.008246,filing date 0,2021,210,-0.014028354749430205
665980,12459,2021-11-02,NVR,4908.31,11/2/2021,0.003557,filing date 0,2021,210,0.01450569394565182
666313,7875,2017-03-01,NWL,49.6,3/1/2017,0.013418,filing date 0,2017,215,-0.0057416171550797035
666362,7875,2017-05-10,NWL,53.08,5/10/2017,0.001131,filing date 0,2017,215,9.651235337226893e-05
666425,7875,2017-08-09,NWL,50.74,8/9/2017,-0.000459,filing date 0,2017,215,-0.009273159367058859
666489,7875,2017-11-08,NWL,31.41,11/8/2017,0.001617,filing date 0,2017,215,-0.06917323427584254
666565,7875,2018-03-01,NWL,26.5,3/1/2018,-0.013329,filing date 0,2018,217,0.08037534427046267
666614,7875,2018-05-10,NWL,27.42,5/10/2018,0.009268,filing date 0,2018,217,-0.028119319755455563
666677,7875,2018-08-09,NWL,20.88,8/9/2018,-0.001413,filing date 0,2018,217,-0.0008766744457781028
666742,7875,2018-11-09,NWL,19.9,11/9/2018,-0.009038,filing date 0,2018,217,0.0573749798432287
666817,7875,2019-03-04,NWL,16.11,3/4/2019,-0.003794,filing date 0,2019,212,-0.02187701945262832
666863,7875,2019-05-08,NWL,15.53,5/8/2019,-0.001618,filing date 0,2019,212,-0.02245988992291925
666923,7875,2019-08-02,NWL,15.34,8/2/2019,-0.007349,filing date 0,2019,212,0.2246649744626248
666988,7875,2019-11-04,NWL,20.86,11/4/2019,0.003692,filing date 0,2019,212,-0.0332301760331144
667068,7875,2020-03-02,NWL,16.45,3/2/2020,0.045934,filing date 0,2020,210,-0.10390573266973191
667111,7875,2020-05-01,NWL,12.28,5/1/2020,-0.028094,filing date 0,2020,210,-0.13602540659369833
667177,7875,2020-08-05,NWL,16.76,8/5/2020,0.006357,filing date 0,2020,210,0.046242201532168625
667238,7875,2020-10-30,NWL,17.66,10/30/2020,-0.012335,filing date 0,2020,210,0.08181866553056683
667313,7875,2021-02-19,NWL,24.32,2/19/2021,-0.00198,filing date 0,2021,208,0.029324272043401267
667362,7875,2021-04-30,NWL,26.96,4/30/2021,-0.006947,filing date 0,2021,208,0.06135377152412669
667425,7875,2021-07-30,NWL,24.75,7/30/2021,-0.005707,filing date 0,2021,208,-0.08406315765183958
667489,7875,2021-10-29,NWL,22.89,10/29/2021,0.001895,filing date 0,2021,208,0.09265175004646098
669323,18043,2017-02-10,NWSA,13.29,2/10/2017,0.003515,filing date 0,2017,218,0.03951776570575949
669384,18043,2017-05-10,NWSA,12.71,5/10/2017,0.001131,filing date 0,2017,218,-0.018953859745393986
669450,18043,2017-08-14,NWSA,13.37,8/14/2017,0.010031,filing date 0,2017,218,-0.010194095021645588
669514,18043,2017-11-13,NWSA,15.23,11/13/2017,0.001,filing date 0,2017,218,0.03895405795430884
669574,18043,2018-02-09,NWSA,15.77,2/9/2018,0.014634,filing date 0,2018,216,-0.0015091471385704214
669637,18043,2018-05-11,NWSA,15.18,5/11/2018,0.001784,filing date 0,2018,216,-0.04222736999850696
669703,18043,2018-08-15,NWSA,13.67,8/15/2018,-0.007714,filing date 0,2018,216,-0.014894923860617526
669763,18043,2018-11-08,NWSA,14.14,11/8/2018,-0.002444,filing date 0,2018,216,0.049629443268835005
669824,18043,2019-02-08,NWSA,12.46,2/8/2019,0.000582,filing date 0,2019,216,-0.03857849235785704
669887,18043,2019-05-10,NWSA,11.9,5/10/2019,0.003744,filing date 0,2019,216,0.019092063427099126
669952,18043,2019-08-13,NWSA,14.04,8/13/2019,0.014928,filing date 0,2019,216,-0.0213396843310939
